"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"4023","Private","2688749",4,"NORFOLK",NA,NA,NA,NA,NA,"2022-11-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106074,"926","E10000020",2023,"net gain","net gain","Net gain of children by responsible LA","38",NA,2023,"1213",141120,"926","E10000020",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","256","21",106072,"926","E10000020",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","294",NA,0.1504,277201,38,0,0,0,1,NA,NA,NA,NA,NA,NA
"4024","Private","2688829",2,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2022-11-07",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4025","Private","2688909",4,"SOUTH TYNESIDE",NA,NA,NA,NA,NA,"2022-10-05",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105840,"393","E08000023",2023,"net gain","net gain","Net gain of children by responsible LA","-89",NA,2023,"310",135945,"393","E08000023",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","158","51",105838,"393","E08000023",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","69",NA,0.4508,157316,-89,0,1,0,1,NA,NA,NA,NA,NA,NA
"4026","Private","2689047",6,"CUMBRIA",NA,NA,NA,NA,NA,"2022-10-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106059,"909","E10000006",2023,"net gain","net gain","Net gain of children by responsible LA","-51",NA,2023,"740",137601,"909","E10000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","34",106057,"909","E10000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.1636,NA,-51,0,0,NA,1,NA,NA,NA,NA,NA,NA
"4027","Private","2689205",3,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2022-11-15",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4028","Private","2689453",2,"THURROCK",NA,NA,NA,NA,NA,"2022-11-08",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106014,"883","E06000034",2023,"net gain","net gain","Net gain of children by responsible LA","-57",NA,2023,"292",140706,"883","E06000034",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","186","64",106012,"883","E06000034",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","129",NA,0.1214,315762,-57,0,1,0,1,NA,NA,NA,NA,NA,NA
"4029","Private","2689713",3,"HAMPSHIRE",NA,NA,NA,NA,NA,"2022-05-27",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105939,"850","E10000014",2023,"net gain","net gain","Net gain of children by responsible LA","-139",NA,2023,"1853",142224,"850","E10000014",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","760","41",105937,"850","E10000014",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","621",NA,0.0493,367585,-139,0,0,0,1,NA,NA,NA,NA,NA,NA
"4030","Private","2690067",2,"WARRINGTON",NA,NA,NA,NA,NA,"2022-10-14",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105996,"877","E06000007",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"333",136221,"877","E06000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","49",105994,"877","E06000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","155",NA,0.1837,255026,-7,0,0,0,1,NA,NA,NA,NA,NA,NA
"4031","Private","2690141",3,"LUTON",NA,NA,NA,NA,NA,"2022-10-26",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105891,"821","E06000032",2023,"net gain","net gain","Net gain of children by responsible LA","-14",NA,2023,"420",140568,"821","E06000032",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","214","51",105889,"821","E06000032",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","200",NA,0.271,271341,-14,0,1,0,1,NA,NA,NA,NA,NA,NA
"4032","Private","2690173",5,"EAST SUSSEX",NA,NA,NA,NA,NA,"2022-11-09",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105933,"845","E10000011",2023,"net gain","net gain","Net gain of children by responsible LA","132",NA,2023,"661",142155,"845","E10000011",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","142","21",105931,"845","E10000011",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","274",NA,0.1445,340223,132,0,0,0,1,NA,NA,NA,NA,NA,NA
"4033","Private","2690420",4,"WIRRAL",NA,NA,NA,NA,NA,"2022-08-08",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105771,"344","E08000015",2023,"net gain","net gain","Net gain of children by responsible LA","58",NA,2023,"772",137532,"344","E08000015",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","161","21",105769,"344","E08000015",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","219",NA,0.3526,208505,58,0,0,0,1,NA,NA,NA,NA,NA,NA
"4034","Private","2690527",6,"CUMBRIA",NA,NA,NA,NA,NA,"2022-10-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106059,"909","E10000006",2023,"net gain","net gain","Net gain of children by responsible LA","-51",NA,2023,"740",137601,"909","E10000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","34",106057,"909","E10000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.1636,NA,-51,0,0,NA,1,NA,NA,NA,NA,NA,NA
"4035","Private","2690569",1,"BARNSLEY",NA,NA,NA,NA,NA,"2022-10-06",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105804,"370","E08000016",2023,"net gain","net gain","Net gain of children by responsible LA","76",NA,2023,"400",138084,"370","E08000016",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","130","33",105802,"370","E08000016",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","206",NA,0.3838,166016,76,0,0,0,1,NA,NA,NA,NA,NA,NA
"4036","Private","2691034",3,"DURHAM",NA,NA,NA,NA,NA,"2022-11-17",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3043,129680,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"4037","Private","2691074",3,"KENT",NA,NA,NA,NA,NA,"2023-02-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106023,"886","E10000016",2023,"net gain","net gain","Net gain of children by responsible LA","793",NA,2023,"1942",142293,"886","E10000016",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","368","19",106021,"886","E10000016",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1161",NA,0.1401,344708,793,0,0,0,1,NA,NA,NA,NA,NA,NA
"4038","Private","2691525",6,"SHROPSHIRE",NA,NA,NA,NA,NA,"2023-03-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106044,"893","E06000051",2023,"net gain","net gain","Net gain of children by responsible LA","57",NA,2023,"656",139740,"893","E06000051",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","253","39",106042,"893","E06000051",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","310",NA,0.0426,268548,57,0,0,0,1,NA,NA,NA,NA,NA,NA
"4039","Private","2691624",4,"WARRINGTON",NA,NA,NA,NA,NA,"2023-01-30",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105996,"877","E06000007",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"333",136221,"877","E06000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","49",105994,"877","E06000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","155",NA,0.1837,255026,-7,0,0,0,1,NA,NA,NA,NA,NA,NA
"4040","Private","2692103",1,"WOLVERHAMPTON",NA,NA,NA,NA,NA,"2023-02-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105756,"336","E08000031",2023,"net gain","net gain","Net gain of children by responsible LA","69",NA,2023,"501",140223,"336","E08000031",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","262","52",105754,"336","E08000031",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","331",NA,0.4828,205083,69,0,1,0,1,NA,NA,NA,NA,NA,NA
"4041","Private","2692117",5,"LIVERPOOL",NA,NA,NA,NA,NA,"2022-10-27",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105762,"341","E08000012",2023,"net gain","net gain","Net gain of children by responsible LA","-295",NA,2023,"1477",137325,"341","E08000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","670","45",105760,"341","E08000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","375",NA,0.6213,173665,-295,0,0,0,1,NA,NA,NA,NA,NA,NA
"4042","Private","2692118",2,"LEICESTERSHIRE",NA,NA,NA,NA,NA,"2023-01-24",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,1,NA,NA,NA,NA,NA,NA
"4043","Private","2692374",6,"NORTH YORKSHIRE",NA,NA,NA,NA,NA,"2022-11-13",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105885,"815","E10000023",2023,"net gain","net gain","Net gain of children by responsible LA","279",NA,2023,"464",138705,"815","E10000023",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","88","19",105883,"815","E10000023",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","367",NA,0.0581,272647,279,1,0,0,1,NA,NA,NA,NA,NA,NA
"4044","Private","2692638",5,"SURREY",NA,NA,NA,NA,NA,"2022-10-05",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106092,"936","E10000030",2023,"net gain","net gain","Net gain of children by responsible LA","-204",NA,2023,"1013",142431,"936","E10000030",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","494","49",106090,"936","E10000030",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","290",NA,0.0082,506515,-204,0,0,0,1,NA,NA,NA,NA,NA,NA
"4045","Private","2692837",5,"COVENTRY",NA,NA,NA,NA,NA,"2022-10-11",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105741,"331","E08000026",2023,"net gain","net gain","Net gain of children by responsible LA","-76",NA,2023,"724",139878,"331","E08000026",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","269","37",105739,"331","E08000026",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","193",NA,0.2669,219428,-76,0,0,0,1,NA,NA,NA,NA,NA,NA
"4046","Private","2692957",3,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2023-02-03",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4047","Private","2693530",2,"WIGAN",NA,NA,NA,NA,NA,"2022-08-22",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105801,"359","E08000010",2023,"net gain","net gain","Net gain of children by responsible LA","20",NA,2023,"679",137187,"359","E08000010",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","230","34",105799,"359","E08000010",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","250",NA,0.3135,184774,20,0,0,0,1,NA,NA,NA,NA,NA,NA
"4048","Private","2693741",3,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-10-17",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4049","Private","2694539",2,"BLACKPOOL",NA,NA,NA,NA,NA,"2022-10-31",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106035,"890","E06000009",2023,"net gain","net gain","Net gain of children by responsible LA","-146",NA,2023,"539",136359,"890","E06000009",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","272","50",106033,"890","E06000009",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","126",NA,0.5766,136293,-146,0,0,1,1,NA,NA,NA,NA,NA,NA
"4050","Local Authority","2694582",4,"NORTH TYNESIDE",NA,NA,NA,NA,NA,"2022-12-06",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105837,"392","E08000022",2023,"net gain","net gain","Net gain of children by responsible LA","63",NA,2023,"360",135876,"392","E08000022",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","117","33",105835,"392","E08000022",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","180",NA,0.232,202108,63,0,0,0,1,NA,NA,NA,NA,NA,NA
"4051","Private","2694819",5,"SHROPSHIRE",NA,NA,NA,NA,NA,"2022-09-16",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106044,"893","E06000051",2023,"net gain","net gain","Net gain of children by responsible LA","57",NA,2023,"656",139740,"893","E06000051",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","253","39",106042,"893","E06000051",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","310",NA,0.0426,268548,57,0,0,0,1,NA,NA,NA,NA,NA,NA
"4052","Private","2695213",2,"MILTON KEYNES",NA,NA,NA,NA,NA,"2022-10-10",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105903,"826","E06000042",2023,"net gain","net gain","Net gain of children by responsible LA","27",NA,2023,"354",141741,"826","E06000042",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","156","44",105901,"826","E06000042",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","183",NA,0.1183,311477,27,0,0,0,1,NA,NA,NA,NA,NA,NA
"4053","Private","2695308",3,"STOKE ON TRENT",NA,NA,NA,NA,NA,"2022-10-07",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105960,"861","E06000021",2023,"net gain","net gain","Net gain of children by responsible LA","-412",NA,2023,"1107",139671,"861","E06000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","597","54",105958,"861","E06000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","185",NA,0.5073,139532,-412,0,1,1,1,NA,NA,NA,NA,NA,NA
"4054","Private","2695482",2,"WEST NORTHAMPTONSHIRE",NA,NA,NA,NA,NA,"2023-01-10",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106104,"941","E06000062",2023,"net gain","net gain","Net gain of children by responsible LA","-56",NA,2023,"688",139119,"941","E06000062",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","345","50",106102,"941","E06000062",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","289",NA,0.1511,285716,-56,0,0,0,1,NA,NA,NA,NA,NA,NA
"4055","Private","2695599",3,"MIDDLESBROUGH",NA,NA,NA,NA,NA,"2023-01-08",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105864,"806","E06000002",2023,"net gain","net gain","Net gain of children by responsible LA","-167",NA,2023,"513",135393,"806","E06000002",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","282","55",105862,"806","E06000002",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","115",NA,0.571,141292,-167,0,1,1,1,NA,NA,NA,NA,NA,NA
"4056","Private","2695748",1,"SANDWELL",NA,NA,NA,NA,NA,"2022-12-09",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105747,"333","E08000028",2023,"net gain","net gain","Net gain of children by responsible LA","-118",NA,2023,"800",140016,"333","E08000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","482","60",105745,"333","E08000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","364",NA,0.5349,207001,-118,0,1,0,1,NA,NA,NA,NA,NA,NA
"4057","Private","2695997",1,"DERBYSHIRE",NA,NA,NA,NA,NA,"2023-02-13",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105906,"830","E10000007",2023,"net gain","net gain","Net gain of children by responsible LA","24",NA,2023,"995",139188,"830","E10000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","492","49",105904,"830","E10000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","516",NA,0.1303,231635,24,0,0,0,1,NA,NA,NA,NA,NA,NA
"4058","Private","2696593",4,"NORTH LINCOLNSHIRE",NA,NA,NA,NA,NA,"2022-11-18",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105882,"813","E06000013",2023,"net gain","net gain","Net gain of children by responsible LA","64",NA,2023,"188",137946,"813","E06000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","27","14",105880,"813","E06000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","91",NA,0.2043,180824,64,0,0,0,1,NA,NA,NA,NA,NA,NA
"4059","Private","2696602",5,"WEST SUSSEX",NA,NA,NA,NA,NA,"2023-01-19",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106098,"938","E10000032",2023,"net gain","net gain","Net gain of children by responsible LA","4",NA,2023,"887",142500,"938","E10000032",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","313","35",106096,"938","E10000032",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","317",NA,0.0425,380863,4,0,0,0,1,NA,NA,NA,NA,NA,NA
"4060","Private","2696825",4,"HAMPSHIRE",NA,NA,NA,NA,NA,"2022-11-28",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105939,"850","E10000014",2023,"net gain","net gain","Net gain of children by responsible LA","-139",NA,2023,"1853",142224,"850","E10000014",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","760","41",105937,"850","E10000014",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","621",NA,0.0493,367585,-139,0,0,0,1,NA,NA,NA,NA,NA,NA
"4061","Private","2696856",2,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-10-07",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4062","Private","2697062",1,"LEICESTERSHIRE",NA,NA,NA,NA,NA,"2022-10-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,1,NA,NA,NA,NA,NA,NA
"4063","Private","2697142",3,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-11-22",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4064","Private","2697159",5,"SEFTON",NA,NA,NA,NA,NA,"2022-11-04",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105768,"343","E08000014",2023,"net gain","net gain","Net gain of children by responsible LA","38",NA,2023,"611",137463,"343","E08000014",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","256","42",105766,"343","E08000014",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","294",NA,0.2977,213124,38,0,0,0,1,NA,NA,NA,NA,NA,NA
"4065","Private","2697331",3,"TRAFFORD",NA,NA,NA,NA,NA,"2022-11-09",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105798,"358","E08000009",2023,"net gain","net gain","Net gain of children by responsible LA","0",NA,2023,"350",137118,"358","E08000009",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","46",105796,"358","E08000009",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","162",NA,0.1127,364778,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"4066","Private","2697380",2,"LIVERPOOL",NA,NA,NA,NA,NA,"2022-10-09",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105762,"341","E08000012",2023,"net gain","net gain","Net gain of children by responsible LA","-295",NA,2023,"1477",137325,"341","E08000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","670","45",105760,"341","E08000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","375",NA,0.6213,173665,-295,0,0,0,1,NA,NA,NA,NA,NA,NA
"4067","Private","2697534",3,"HOUNSLOW",NA,NA,NA,NA,NA,"2022-12-14",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105714,"313","E09000018",2023,"net gain","net gain","Net gain of children by responsible LA","-3",NA,2023,"322",145605,"313","E09000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","214","66",105712,"313","E09000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","211",NA,0.089,440379,-3,0,1,0,1,NA,NA,NA,NA,NA,NA
"4068","Private","2697607",3,"DERBYSHIRE",NA,NA,NA,NA,NA,"2022-10-27",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105906,"830","E10000007",2023,"net gain","net gain","Net gain of children by responsible LA","24",NA,2023,"995",139188,"830","E10000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","492","49",105904,"830","E10000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","516",NA,0.1303,231635,24,0,0,0,1,NA,NA,NA,NA,NA,NA
"4069","Private","2698072",2,"WORCESTERSHIRE",NA,NA,NA,NA,NA,"2023-03-28",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106020,"885","E10000034",2023,"net gain","net gain","Net gain of children by responsible LA","31",NA,2023,"1000",140430,"885","E10000034",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","372","37",106018,"885","E10000034",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","403",NA,0.1265,297811,31,0,0,0,1,NA,NA,NA,NA,NA,NA
"4070","Private","2698124",5,"HAMPSHIRE",NA,NA,NA,NA,NA,"2023-01-31",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105939,"850","E10000014",2023,"net gain","net gain","Net gain of children by responsible LA","-139",NA,2023,"1853",142224,"850","E10000014",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","760","41",105937,"850","E10000014",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","621",NA,0.0493,367585,-139,0,0,0,1,NA,NA,NA,NA,NA,NA
"4071","Private","2699129",2,"KIRKLEES",NA,NA,NA,NA,NA,"2022-11-28",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105822,"382","E08000034",2023,"net gain","net gain","Net gain of children by responsible LA","-5",NA,2023,"592",138498,"382","E08000034",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","248","42",105820,"382","E08000034",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","243",NA,0.2938,196774,-5,0,0,0,1,NA,NA,NA,NA,NA,NA
